taxpayer_id,final_score,processing_stages
TP007794,0.2078,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2078,
      ""timestamp"": ""2025-05-06T02:20:53.300504""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1247,
      ""timestamp"": ""2025-05-06T02:20:53.300504""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0416,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP005213,0.3279,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3279,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1967,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0656,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP003209,0.0483,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0483,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.029,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0097,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP007083,0.3235,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3235,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1941,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0647,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP002056,0.2934,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2934,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1761,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0587,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP001689,0.1719,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1719,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1032,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0344,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP004780,0.1614,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1614,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0968,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0323,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    }
  },
  ""audit_history"": []
}"
TP007476,0.0698,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0698,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0419,
      ""timestamp"": ""2025-05-06T02:20:53.301515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.014,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP007877,0.2491,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2491,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1495,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0498,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP006750,0.1467,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1467,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.088,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0293,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP008556,0.2812,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2812,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1687,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0562,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP008123,0.3939,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3939,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2364,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0788,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP006991,0.307,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.307,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1842,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0614,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    }
  },
  ""audit_history"": []
}"
TP008267,0.2059,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2059,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1235,
      ""timestamp"": ""2025-05-06T02:20:53.302516""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0412,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    }
  },
  ""audit_history"": []
}"
TP008540,0.1614,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1614,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0968,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0323,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    }
  },
  ""audit_history"": []
}"
TP003393,0.0653,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0653,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0392,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0131,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    }
  },
  ""audit_history"": []
}"
TP006326,0.0791,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0791,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0474,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0158,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    }
  },
  ""audit_history"": []
}"
TP003529,0.1816,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1816,
      ""timestamp"": ""2025-05-06T02:20:53.303510""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.109,
      ""timestamp"": ""2025-05-06T02:20:53.304507""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0363,
      ""timestamp"": ""2025-05-06T02:20:53.304507""
    }
  },
  ""audit_history"": []
}"
TP004605,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:53.304507""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:53.304507""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:53.304507""
    }
  },
  ""audit_history"": []
}"
TP007024,0.3777,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3777,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2266,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0755,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    }
  },
  ""audit_history"": []
}"
TP006322,0.1537,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1537,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0922,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0307,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    }
  },
  ""audit_history"": []
}"
TP000746,0.0974,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0974,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0584,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0195,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    }
  },
  ""audit_history"": []
}"
TP000711,0.1514,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1514,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0908,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0303,
      ""timestamp"": ""2025-05-06T02:20:53.305518""
    }
  },
  ""audit_history"": []
}"
TP000380,0.3146,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3146,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1888,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0629,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP008783,0.1097,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1097,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0658,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0219,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP003012,0.1564,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1564,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0938,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0313,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP008859,0.4856,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4856,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2914,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0971,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP007153,0.1433,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1433,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.086,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0287,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP008567,0.0938,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0938,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0563,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0188,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP003498,0.1509,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1509,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0906,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0302,
      ""timestamp"": ""2025-05-06T02:20:53.306521""
    }
  },
  ""audit_history"": []
}"
TP003890,0.1608,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1608,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0965,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0322,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP004485,0.2751,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2751,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1651,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.055,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP004012,0.2024,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2024,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1215,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0405,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP002620,0.2614,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2614,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1568,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0523,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP006671,0.3046,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3046,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1828,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0609,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP006513,0.326,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.326,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1956,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0652,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP003468,0.1693,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1693,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1016,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0339,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP001314,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:53.307523""
    }
  },
  ""audit_history"": []
}"
TP008606,0.1347,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1347,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0808,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0269,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    }
  },
  ""audit_history"": []
}"
TP002070,0.1538,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1538,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0923,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0308,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    }
  },
  ""audit_history"": []
}"
TP002983,0.2556,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2556,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1533,
      ""timestamp"": ""2025-05-06T02:20:53.308515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0511,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    }
  },
  ""audit_history"": []
}"
TP005915,0.0607,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0607,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0364,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0121,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    }
  },
  ""audit_history"": []
}"
TP000171,0.268,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.268,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1608,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0536,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    }
  },
  ""audit_history"": []
}"
TP001286,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    }
  },
  ""audit_history"": []
}"
TP008991,0.4781,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4781,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2868,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0956,
      ""timestamp"": ""2025-05-06T02:20:53.309517""
    }
  },
  ""audit_history"": []
}"
TP008430,0.3366,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3366,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.202,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0673,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    }
  },
  ""audit_history"": []
}"
TP001350,0.4052,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4052,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2431,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.081,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    }
  },
  ""audit_history"": []
}"
TP002612,0.2139,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2139,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1284,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0428,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    }
  },
  ""audit_history"": []
}"
TP000495,0.2061,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2061,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1237,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0412,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    }
  },
  ""audit_history"": []
}"
TP003669,0.212,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.212,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1272,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0424,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    }
  },
  ""audit_history"": []
}"
TP002222,0.1136,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1136,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0682,
      ""timestamp"": ""2025-05-06T02:20:53.310511""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0227,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP000428,0.2305,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2305,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1383,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0461,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP000654,0.1378,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1378,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0827,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0276,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP000914,0.2432,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2432,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1459,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0486,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP003536,0.1443,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1443,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0866,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0289,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP007737,0.12,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.12,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.072,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.024,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
TP003246,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:53.311517""
    }
  },
  ""audit_history"": []
}"
